typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20050101","2005","52","2005","208","DNK","Denmark","M","Import","826","GBR","United Kingdom","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4502192","false","-1","N/A",,"false","4502192","false",,"false","951993",,"951993","0","true","false",
"C","A","20050101","2005","52","2005","212","DMA","Dominica","M","Import","0","W00","World","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110","false","-1","N/A",,"false","110","false",,"false","185",,"185","0","false","false",
"C","A","20050101","2005","52","2005","212","DMA","Dominica","M","Import","842","USA","USA","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110","false","-1","N/A",,"false","110","false",,"false","185",,"185","0","false","false",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","0","W00","World","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","72974526.03","63273497.11","72974526.03","0","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","56","BEL","Belgium","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","176","false","8","kg","176","false","176","false","0","false","132.36","121.44","132.36","0","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","124","CAN","Canada","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","33261.766","true","-1","N/A","0","false","33261.766","true","0","false","7544.16","6497.04","7544.16","6","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","251","FRA","France","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","96","false","8","kg","96","false","96","false","0","false","130.15","117.23","130.15","0","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","276","DEU","Germany","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","150","false","8","kg","150","false","150","false","0","false","207.19","149.64","207.19","0","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","380","ITA","Italy","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","600.57","500","600.57","0","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","410","KOR","Rep. of Korea","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","54.43","false","8","kg","54.43","false","54.43","false","0","false","22.68","20.6","22.68","0","false","true",
"C","A","20050101","2005","52","2005","214","DOM","Dominican Rep.","M","Import","842","USA","USA","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","67676676.414","true","-1","N/A","0","false","67676676.414","true","0","false","72965888.92","63266091.16","72965888.92","6","false","true",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13918955048","false","-1","N/A",,"false","13918955048","false",,"false",,"2236679217","2236679217","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","4","AFG","Afghanistan","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2004000","false","-1","N/A",,"false","2004000","false",,"false",,"300412","300412","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","12","DZA","Algeria","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","325112000","false","-1","N/A",,"false","325112000","false",,"false",,"56750833","56750833","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","40","AUT","Austria","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","65000","false","-1","N/A",,"false","65000","false",,"false",,"10314","10314","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","50","BGD","Bangladesh","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","80670000","false","-1","N/A",,"false","80670000","false",,"false",,"13208358","13208358","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","52","BRB","Barbados","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5000","false","-1","N/A",,"false","5000","false",,"false",,"814","814","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","56","BEL","Belgium","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","263293000","false","-1","N/A",,"false","263293000","false",,"false",,"44377302","44377302","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","60","BMU","Bermuda","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2000","false","-1","N/A",,"false","2000","false",,"false",,"479","479","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3001000","false","-1","N/A",,"false","3001000","false",,"false",,"506355","506355","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","120","CMR","Cameroon","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51502000","false","-1","N/A",,"false","51502000","false",,"false",,"8425427","8425427","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","144","LKA","Sri Lanka","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","511032000","false","-1","N/A",,"false","511032000","false",,"false",,"80052381","80052381","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","152","CHL","Chile","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","96019000","false","-1","N/A",,"false","96019000","false",,"false",,"15557474","15557474","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","156","CHN","China","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1147209984","false","-1","N/A",,"false","1147209984","false",,"false",,"187413932","187413932","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","170","COL","Colombia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","306335008","false","-1","N/A",,"false","306335008","false",,"false",,"49823933","49823933","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","192","CUB","Cuba","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","173534000","false","-1","N/A",,"false","173534000","false",,"false",,"27606409","27606409","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","214","DOM","Dominican Rep.","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10000","false","-1","N/A",,"false","10000","false",,"false",,"1499","1499","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","218","ECU","Ecuador","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","340725000","false","-1","N/A",,"false","340725000","false",,"false",,"54918320","54918320","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","231","ETH","Ethiopia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","61021000","false","-1","N/A",,"false","61021000","false",,"false",,"9952932","9952932","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","232","ERI","Eritrea","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1933000","false","-1","N/A",,"false","1933000","false",,"false",,"310009","310009","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","251","FRA","France","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","96000","false","-1","N/A",,"false","96000","false",,"false",,"15391","15391","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","276","DEU","Germany","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18306000","false","-1","N/A",,"false","18306000","false",,"false",,"3336606","3336606","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","288","GHA","Ghana","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","211974000","false","-1","N/A",,"false","211974000","false",,"false",,"34046555","34046555","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","320","GTM","Guatemala","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","146314000","false","-1","N/A",,"false","146314000","false",,"false",,"23299705","23299705","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","328","GUY","Guyana","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17078000","false","-1","N/A",,"false","17078000","false",,"false",,"2736301","2736301","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","352","ISL","Iceland","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3099000","false","-1","N/A",,"false","3099000","false",,"false",,"498159","498159","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","360","IDN","Indonesia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","835899000","false","-1","N/A",,"false","835899000","false",,"false",,"133382035","133382035","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","372","IRL","Ireland","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25047000","false","-1","N/A",,"false","25047000","false",,"false",,"4035396","4035396","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","380","ITA","Italy","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","908490048","false","-1","N/A",,"false","908490048","false",,"false",,"149926124","149926124","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","384","CIV","Côte d'Ivoire","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3999000","false","-1","N/A",,"false","3999000","false",,"false",,"683063","683063","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","388","JAM","Jamaica","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","174308992","false","-1","N/A",,"false","174308992","false",,"false",,"27848650","27848650","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","392","JPN","Japan","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1218922016","false","-1","N/A",,"false","1218922016","false",,"false",,"199359014","199359014","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","400","JOR","Jordan","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","543000","false","-1","N/A",,"false","543000","false",,"false",,"91726","91726","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","408","PRK","Dem. People's Rep. of Korea","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13687000","false","-1","N/A",,"false","13687000","false",,"false",,"2195078","2195078","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","410","KOR","Rep. of Korea","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1130001008","false","-1","N/A",,"false","1130001008","false",,"false",,"181910904","181910904","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","434","LBY","Libya","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36553000","false","-1","N/A",,"false","36553000","false",,"false",,"6677987","6677987","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","458","MYS","Malaysia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","74365000","false","-1","N/A",,"false","74365000","false",,"false",,"11896723","11896723","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","478","MRT","Mauritania","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1076000","false","-1","N/A",,"false","1076000","false",,"false",,"163810","163810","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","484","MEX","Mexico","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","822993024","false","-1","N/A",,"false","822993024","false",,"false",,"133003549","133003549","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","496","MNG","Mongolia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8000","false","-1","N/A",,"false","8000","false",,"false",,"1353","1353","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","504","MAR","Morocco","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","518921984","false","-1","N/A",,"false","518921984","false",,"false",,"91063477","91063477","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","508","MOZ","Mozambique","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47969000","false","-1","N/A",,"false","47969000","false",,"false",,"7197916","7197916","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","528","NLD","Netherlands","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","105680000","false","-1","N/A",,"false","105680000","false",,"false",,"17949613","17949613","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","554","NZL","New Zealand","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50177000","false","-1","N/A",,"false","50177000","false",,"false",,"7761287","7761287","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","558","NIC","Nicaragua","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8301000","false","-1","N/A",,"false","8301000","false",,"false",,"1338605","1338605","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","566","NGA","Nigeria","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","194848992","false","-1","N/A",,"false","194848992","false",,"false",,"31032137","31032137","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","579","NOR","Norway","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19000","false","-1","N/A",,"false","19000","false",,"false",,"3226","3226","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","586","PAK","Pakistan","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","151302000","false","-1","N/A",,"false","151302000","false",,"false",,"24401643","24401643","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","604","PER","Peru","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","410570992","false","-1","N/A",,"false","410570992","false",,"false",,"67268439","67268439","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","608","PHL","Philippines","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","220428000","false","-1","N/A",,"false","220428000","false",,"false",,"35916402","35916402","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","616","POL","Poland","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5501000","false","-1","N/A",,"false","5501000","false",,"false",,"979893","979893","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","634","QAT","Qatar","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","474000","false","-1","N/A",,"false","474000","false",,"false",,"71020","71020","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","702","SGP","Singapore","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6852000","false","-1","N/A",,"false","6852000","false",,"false",,"1047975","1047975","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","704","VNM","Viet Nam","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","391392000","false","-1","N/A",,"false","391392000","false",,"false",,"61417699","61417699","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","706","SOM","Somalia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2007000","false","-1","N/A",,"false","2007000","false",,"false",,"300711","300711","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","710","ZAF","South Africa","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10000000","false","-1","N/A",,"false","10000000","false",,"false",,"1512525","1512525","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","724","ESP","Spain","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","128776000","false","-1","N/A",,"false","128776000","false",,"false",,"21430872","21430872","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","736","SDN","Sudan (...2011)","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","165524000","false","-1","N/A",,"false","165524000","false",,"false",,"25864833","25864833","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","757","CHE","Switzerland","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","43012000","false","-1","N/A",,"false","43012000","false",,"false",,"7673223","7673223","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","764","THA","Thailand","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28221000","false","-1","N/A",,"false","28221000","false",,"false",,"4527214","4527214","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","768","TGO","Togo","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36376000","false","-1","N/A",,"false","36376000","false",,"false",,"5899379","5899379","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","780","TTO","Trinidad and Tobago","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27000","false","-1","N/A",,"false","27000","false",,"false",,"4784","4784","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","784","ARE","United Arab Emirates","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36673000","false","-1","N/A",,"false","36673000","false",,"false",,"6124580","6124580","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","788","TUN","Tunisia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","84752000","false","-1","N/A",,"false","84752000","false",,"false",,"13762135","13762135","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","826","GBR","United Kingdom","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","398282008","false","-1","N/A",,"false","398282008","false",,"false",,"64382391","64382391","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","842","USA","USA","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1290021984","false","-1","N/A",,"false","1290021984","false",,"false",,"176340701","176340701","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","862","VEN","Venezuela","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","567719008","false","-1","N/A",,"false","567719008","false",,"false",,"95669342","95669342","0","true","false",
"C","A","20050101","2005","52","2005","124","CAN","Canada","X","Export","887","YEM","Yemen","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8895000","false","-1","N/A",,"false","8895000","false",,"false",,"1411884","1411884","0","true","false",
"C","A","20050101","2005","52","2005","132","CPV","Cabo Verde","X","Export","0","W00","World","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46024000","false","-1","N/A",,"false","46024000","false",,"false",,"23570","23570","0","false","false",
"C","A","20050101","2005","52","2005","132","CPV","Cabo Verde","X","Export","276","DEU","Germany","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11500","false","-1","N/A",,"false","11500","false",,"false",,"3872","3872","0","false","false",
"C","A","20050101","2005","52","2005","132","CPV","Cabo Verde","X","Export","324","GIN","Guinea","0","W00","World","H1","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46012500","false","-1","N/A",,"false","46012500","false",,"false",,"19698","19698","0","false","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10080841","false","-1","N/A",,"false","10080841","false",,"false",,"2317506","2317506","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","36","AUS","Australia","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","120","false","-1","N/A",,"false","120","false",,"false",,"449","449","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","124","CAN","Canada","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","656","false","-1","N/A",,"false","656","false",,"false",,"1342","1342","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","462","MDV","Maldives","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","195","false","-1","N/A",,"false","195","false",,"false",,"159","159","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","579","NOR","Norway","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","318","false","-1","N/A",,"false","318","false",,"false",,"876","876","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","702","SGP","Singapore","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10075860","false","-1","N/A",,"false","10075860","false",,"false",,"2303985","2303985","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","757","CHE","Switzerland","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2560","false","-1","N/A",,"false","2560","false",,"false",,"5622","5622","0","true","false",
"C","A","20050101","2005","52","2005","144","LKA","Sri Lanka","X","Export","826","GBR","United Kingdom","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1132","false","-1","N/A",,"false","1132","false",,"false",,"5074","5074","0","true","false",
"C","A","20050101","2005","52","2005","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","132866.871","true","-1","N/A","0","false","132866.871","true","0","false","0","31215.79","31215.79","6","false","true",
"C","A","20050101","2005","52","2005","152","CHL","Chile","X","Export","124","CAN","Canada","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","148.29","false","8","kg","148.29","false","148.29","false","0","false","0","237.44","237.44","0","false","true",
"C","A","20050101","2005","52","2005","152","CHL","Chile","X","Export","251","FRA","France","0","W00","World","H2","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","279.5","false","8","kg","279.5","false","279.5","false","0","false","0","1006.2","1006.2","0","false","true",
